id,mistake_type,mistake_category,description,root_cause_analysis,context_when_occurred,impact_severity,prevention_strategy,identified_at,resolved,description_clean,context_clean,root_cause_clean,prevention_clean,full_text,description_length,context_length,has_root_cause,has_prevention,has_traceback,has_exception,has_timeout,has_connection,has_file,has_permission,has_null,has_syntax,hour,day_of_week,is_business_hours,severity_encoded,is_resolved,mistake_category_clean,category_target,has_fix
56,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:01,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
55,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:44:56,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
54,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:44:51,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
52,runtime_error,,DeepSeek API failed: DeepSeek API error 404 Not Found: . Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-08 02:53:49,0,DeepSeek API failed: DeepSeek API error 404 Not Found: . Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: DeepSeek API error 404 Not Found: . Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",128,110,0,0,0,1,0,1,1,0,0,0,2,5,0,2,0,unknown,unknown,0
53,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""}",medium,,2025-11-08 02:53:49,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,2,5,0,2,0,unknown,unknown,0
50,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 06:25:13,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,6,4,0,2,0,unknown,unknown,0
51,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n    at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",medium,,2025-11-07 06:25:13,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",32,307,0,0,0,1,0,0,1,0,0,0,6,4,0,2,0,unknown,unknown,0
48,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 05:29:50,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,5,4,0,2,0,unknown,unknown,0
49,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""}",medium,,2025-11-07 05:29:50,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BqyzVU-L.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BqyzVU-L.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,5,4,0,2,0,unknown,unknown,0
47,runtime_error,,Cannot read properties of undefined (reading 'split'),,"{""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n    at fM (http://tauri.localhost/assets/index-BOS22o0r.js:9:81646)\n    at div (<anonymous>)\n    at div (<anonymous>)\n    at div (<anonymous>)\n    at dM (http://tauri.localhost/assets/index-BOS22o0r.js:9:75515)\n    at main (<anonymous>)\n    at div (<anonymous>)\n    at rK (http://tauri.localhost/assets/index-BOS22o0r.js:179:45227)\n    at XY (http://tauri.localhost/assets/index-BOS22o0r.js:138:5588)\n    at aK (http://tauri.localhost/assets/index-BOS22o0r.js:185:5259)\n    at zk (http://tauri.localhost/assets/index-BOS22o0r.js:9:68488)""}",critical,,2025-11-07 04:49:00,0,Cannot read properties of undefined (reading 'split'),"{""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at fM (http://tauri.localhost/assets/index-BOS22o0r.js:9:81646)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at dM (http://tauri.localhost/assets/index-BOS22o0r.js:9:75515)\n at main (<anonymous>)\n at div (<anonymous>)\n at rK (http://tauri.localhost/assets/index-BOS22o0r.js:179:45227)\n at XY (http://tauri.localhost/assets/index-BOS22o0r.js:138:5588)\n at aK (http://tauri.localhost/assets/index-BOS22o0r.js:185:5259)\n at zk (http://tauri.localhost/assets/index-BOS22o0r.js:9:68488)""}",,,"Cannot read properties of undefined (reading 'split') {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at fM (http://tauri.localhost/assets/index-BOS22o0r.js:9:81646)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at dM (http://tauri.localhost/assets/index-BOS22o0r.js:9:75515)\n at main (<anonymous>)\n at div (<anonymous>)\n at rK (http://tauri.localhost/assets/index-BOS22o0r.js:179:45227)\n at XY (http://tauri.localhost/assets/index-BOS22o0r.js:138:5588)\n at aK (http://tauri.localhost/assets/index-BOS22o0r.js:185:5259)\n at zk (http://tauri.localhost/assets/index-BOS22o0r.js:9:68488)""} ",53,641,0,0,0,1,0,0,1,0,1,0,4,4,0,4,0,unknown,unknown,0
46,runtime_error,,Edit proposal not found: 816e394d-75c6-4d5b-b957-c0b63ab0b07b,,"{""file"":""unknown"",""function"":""handleApproveEdit"",""component"":""ChatInterface"",""operation"":""approve edit"",""stack"":""""}",high,,2025-11-07 03:01:23,0,Edit proposal not found: 816e394d-75c6-4d5b-b957-c0b63ab0b07b,"{""file"":""unknown"",""function"":""handleApproveEdit"",""component"":""ChatInterface"",""operation"":""approve edit"",""stack"":""""}",,,"Edit proposal not found: 816e394d-75c6-4d5b-b957-c0b63ab0b07b {""file"":""unknown"",""function"":""handleApproveEdit"",""component"":""ChatInterface"",""operation"":""approve edit"",""stack"":""""} ",61,115,0,0,0,0,0,0,1,0,0,0,3,4,0,3,0,unknown,unknown,0
44,runtime_error,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 224148 tokens (220052 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.",,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 02:40:45,0,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 224148 tokens (220052 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.","{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 224148 tokens (220052 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",425,110,0,0,0,1,0,1,1,0,1,1,2,4,0,2,0,unknown,unknown,0
45,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",medium,,2025-11-07 02:40:45,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,2,4,0,2,0,unknown,unknown,0
42,runtime_error,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""Messages with role 'tool' must be a response to a preceding message with 'tool_calls'"",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.",,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 01:23:13,0,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""Messages with role 'tool' must be a response to a preceding message with 'tool_calls'"",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.","{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""Messages with role 'tool' must be a response to a preceding message with 'tool_calls'"",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",314,110,0,0,0,1,0,1,1,0,1,1,1,4,0,2,0,unknown,unknown,0
43,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",medium,,2025-11-07 01:23:13,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,1,4,0,2,0,unknown,unknown,0
40,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 01:17:09,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,1,4,0,2,0,unknown,unknown,0
41,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",medium,,2025-11-07 01:17:09,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BOS22o0r.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BOS22o0r.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,1,4,0,2,0,unknown,unknown,0
38,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-07 00:53:30,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,unknown,unknown,0
39,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at q (http://tauri.localhost/assets/index-BGhXPlsI.js:179:47609)\n    at async j (http://tauri.localhost/assets/index-BGhXPlsI.js:31:5096)""}",medium,,2025-11-07 00:53:30,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BGhXPlsI.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BGhXPlsI.js:31:5096)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at q (http://tauri.localhost/assets/index-BGhXPlsI.js:179:47609)\n at async j (http://tauri.localhost/assets/index-BGhXPlsI.js:31:5096)""} ",32,292,0,0,0,1,0,0,1,0,0,0,0,4,0,2,0,unknown,unknown,0
37,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-07 00:41:45,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,unknown,unknown,0
36,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-07 00:41:10,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,unknown,unknown,0
35,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-07 00:09:48,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,unknown,unknown,0
33,runtime_error,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 553398 tokens (549302 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.",,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-06 01:19:21,0,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 553398 tokens (549302 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection.","{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: DeepSeek API error 400 Bad Request: {""error"":{""message"":""This model's maximum context length is 131072 tokens. However, you requested 553398 tokens (549302 in the messages, 4096 in the completion). Please reduce the length of the messages or completion."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",425,110,0,0,0,1,0,1,1,0,1,1,1,3,0,2,0,unknown,unknown,0
34,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n    at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",medium,,2025-11-06 01:19:21,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",32,307,0,0,0,1,0,0,1,0,0,0,1,3,0,2,0,unknown,unknown,0
31,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-05 20:24:17,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,20,2,0,2,0,unknown,unknown,0
32,runtime_error,,Failed to communicate with agent,,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n    at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n    at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",medium,,2025-11-05 20:24:17,0,Failed to communicate with agent,"{""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""}",,,"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",32,307,0,0,0,1,0,0,1,0,0,0,20,2,0,2,0,unknown,unknown,0
29,runtime_error,,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",medium,,2025-11-05 19:21:01,0,DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection.,"{""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""}",,,"DeepSeek API failed: Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.. Ollama fallback not yet implemented. Check your API key and connection. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",304,110,0,0,0,0,0,1,1,0,0,0,19,2,0,2,0,unknown,unknown,0
